economic_exposure_family_id,economic_exposure_name,primary_rotation_role,research_maturity,first_valid_date,last_valid_date,valid_endpoint_count,five_year_window_start,data_cutoff,launched_within_final_five_years,valid_near_cutoff,implementation_transition_count,implementation_transition_dates,recent_external_event_count,recent_external_events,recent_external_event_dates,a3r2u_lse_current_status,current_implementable_view,lifecycle_primary_state,recent_survivorship_census_classification,survivorship_limitation,warning
JAPAN,Broad Japanese equities,BROAD_GEOGRAPHY_ROTATION,MATURE,2011-12-01,2026-08-21,3519.0,2021-08-23,2026-08-21,NO,YES,33,2012-12-07;2012-12-11;2012-12-21;2012-12-28;2013-01-07;2013-01-14;2013-01-17;2013-01-23;2013-01-25;2013-01-29;2013-02-08;2013-02-15;2013-02-26;2013-02-28;2013-03-01;2013-03-11;2013-03-22;2013-03-26;2013-03-28;2013-04-05;2013-05-13;2017-01-25;2017-01-26;2017-10-13;2017-10-16;2017-11-09;2017-11-10;2020-07-24;2020-07-27;2020-08-11;2020-08-12;2023-04-11;2023-04-12,0,NOT_APPLICABLE,NOT_APPLICABLE,CONFIRMED,YES,CANONICAL_IMPLEMENTATION_TRANSITION,RECENT_FIVE_YEAR_CENSUS_SUBSTANTIALLY_COMPLETE,CURRENT_LSE_CENSUS_PLUS_MASTER_LINEAGE_AND_PRIMARY_ISSUER_EVENTS; NO_COMPLETE_LICENSED_HISTORICAL_LSE_DELISTING_FEED,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
JAPAN_EUR_HEDGED,Broad Japanese equities hedged to EUR,BROAD_GEOGRAPHY_ROTATION,MATURE,2010-10-11,2026-08-21,3955.0,2021-08-23,2026-08-21,NO,YES,0,NOT_APPLICABLE,0,NOT_APPLICABLE,NOT_APPLICABLE,CONFIRMED,YES,CONTINUING_HISTORY,RECENT_FIVE_YEAR_CENSUS_SUBSTANTIALLY_COMPLETE,CURRENT_LSE_CENSUS_PLUS_MASTER_LINEAGE_AND_PRIMARY_ISSUER_EVENTS; NO_COMPLETE_LICENSED_HISTORICAL_LSE_DELISTING_FEED,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
JAPAN_GBP_HEDGED,Broad Japanese equities hedged to GBP,BROAD_GEOGRAPHY_ROTATION,MATURE,2012-08-06,2026-08-21,3550.0,2021-08-23,2026-08-21,NO,YES,0,NOT_APPLICABLE,0,NOT_APPLICABLE,NOT_APPLICABLE,CONFIRMED,YES,CONTINUING_HISTORY,RECENT_FIVE_YEAR_CENSUS_SUBSTANTIALLY_COMPLETE,CURRENT_LSE_CENSUS_PLUS_MASTER_LINEAGE_AND_PRIMARY_ISSUER_EVENTS; NO_COMPLETE_LICENSED_HISTORICAL_LSE_DELISTING_FEED,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
LATIN_AMERICA,Broad Latin American equities,INSUFFICIENT_DATA,NOT_APPLICABLE_NO_USABLE_HISTORY,,,,2021-08-23,2026-08-21,NO,NO,0,NOT_APPLICABLE,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_CONFIRMED,NO,NO_VALID_IMPLEMENTATION_HISTORY,RECENT_FIVE_YEAR_CENSUS_SUBSTANTIALLY_COMPLETE,CURRENT_LSE_CENSUS_PLUS_MASTER_LINEAGE_AND_PRIMARY_ISSUER_EVENTS; NO_COMPLETE_LICENSED_HISTORICAL_LSE_DELISTING_FEED,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
SILVER_PHYSICAL,Unleveraged silver exposure,DEFENSIVE_REFERENCE,MATURE,,,,2021-08-23,2026-08-21,NO,NO,0,NOT_APPLICABLE,0,NOT_APPLICABLE,NOT_APPLICABLE,CONFIRMED,YES,NO_VALID_IMPLEMENTATION_HISTORY,RECENT_FIVE_YEAR_CENSUS_SUBSTANTIALLY_COMPLETE,CURRENT_LSE_CENSUS_PLUS_MASTER_LINEAGE_AND_PRIMARY_ISSUER_EVENTS; NO_COMPLETE_LICENSED_HISTORICAL_LSE_DELISTING_FEED,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
SOUTH_KOREA,Broad South Korean equities,COUNTRY_ROTATION,MATURE,2005-11-24,2026-08-21,5055.0,2021-08-23,2026-08-21,NO,YES,139,2008-02-13;2008-02-14;2008-02-27;2008-03-03;2008-05-14;2008-05-15;2009-02-25;2009-02-26;2009-03-06;2009-03-09;2009-04-23;2009-04-28;2009-05-19;2009-05-20;2009-05-29;2009-06-01;2009-11-16;2009-11-17;2010-07-08;2010-07-09;2010-07-26;2010-07-27;2014-04-29;2014-04-30;2014-05-13;2014-05-14;2014-08-20;2014-08-21;2015-02-16;2015-02-18;2015-02-23;2015-02-24;2015-07-09;2015-07-10;2015-08-07;2015-08-10;2015-09-25;2015-09-30;2016-01-04;2016-01-05;2016-02-16;2016-02-17;2016-04-19;2016-04-20;2016-05-12;2016-05-13;2016-05-20;2016-05-26;2016-05-31;2016-06-01;2016-06-21;2016-06-22;2016-07-08;2016-07-11;2016-07-19;2016-07-20;2016-08-12;2016-08-15;2016-08-23;2016-08-24;2016-09-29;2016-09-30;2016-10-24;2016-10-25;2017-01-25;2017-01-27;2017-01-30;2017-02-10;2017-02-13;2017-02-17;2017-02-22;2017-05-16;2017-05-17;2017-07-18;2017-07-19;2017-08-21;2017-08-22;2017-10-02;2017-10-03;2017-11-22;2017-11-23;2017-12-13;2017-12-14;2018-01-12;2018-01-15;2018-01-18;2018-01-19;2018-02-02;2018-02-07;2018-02-23;2018-02-26;2018-03-21;2018-03-22;2018-04-13;2018-04-16;2018-06-04;2018-06-05;2018-06-22;2018-06-25;2018-07-13;2018-07-16;2018-07-18;2018-07-24;2018-08-02;2018-08-03;2018-08-17;2018-08-20;2018-08-30;2018-08-31;2018-09-12;2018-09-13;2018-09-27;2018-09-28;2018-10-25;2018-10-26;2018-11-19;2018-11-21;2018-11-27;2018-11-30;2018-12-12;2018-12-17;2019-01-02;2019-01-03;2019-01-09;2019-01-10;2019-01-15;2019-01-16;2019-02-11;2019-02-12;2019-04-03;2019-04-04;2019-05-03;2019-05-08;2019-09-04;2019-09-05;2019-10-07;2019-10-08;2019-10-31;2019-11-01,0,NOT_APPLICABLE,NOT_APPLICABLE,CONFIRMED,YES,CANONICAL_IMPLEMENTATION_TRANSITION,RECENT_FIVE_YEAR_CENSUS_SUBSTANTIALLY_COMPLETE,CURRENT_LSE_CENSUS_PLUS_MASTER_LINEAGE_AND_PRIMARY_ISSUER_EVENTS; NO_COMPLETE_LICENSED_HISTORICAL_LSE_DELISTING_FEED,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
TAIWAN,Broad Taiwanese equities,COUNTRY_ROTATION,MATURE,2005-11-03,2026-08-21,5034.0,2021-08-23,2026-08-21,NO,YES,246,2008-12-08;2008-12-09;2009-02-12;2009-02-13;2009-03-23;2009-03-24;2009-08-27;2009-08-28;2009-10-21;2009-10-22;2010-01-19;2010-01-20;2010-08-03;2010-08-04;2010-11-18;2010-11-19;2011-04-15;2011-04-21;2011-06-20;2011-06-21;2011-08-18;2011-08-19;2012-10-19;2012-10-22;2012-11-15;2012-11-16;2013-07-26;2013-07-30;2013-09-03;2013-09-04;2013-09-18;2013-09-19;2013-12-10;2013-12-11;2013-12-16;2013-12-17;2014-01-06;2014-01-07;2014-02-10;2014-02-11;2014-05-06;2014-05-07;2014-05-12;2014-05-14;2014-05-28;2014-06-05;2014-06-27;2014-06-30;2014-07-21;2014-07-22;2014-07-28;2014-07-29;2014-08-01;2014-08-04;2014-08-14;2014-08-15;2014-10-01;2014-10-02;2014-10-08;2014-10-09;2014-10-24;2014-10-28;2014-10-31;2014-11-05;2014-11-10;2014-11-13;2014-11-20;2014-11-24;2014-12-23;2014-12-29;2015-01-27;2015-01-28;2015-05-01;2015-05-05;2015-05-14;2015-05-15;2015-05-28;2015-05-29;2015-06-15;2015-06-16;2015-07-16;2015-07-17;2015-07-24;2015-07-27;2015-08-03;2015-08-04;2015-09-04;2015-09-09;2015-09-14;2015-09-15;2015-09-24;2015-09-25;2015-10-05;2015-10-06;2015-11-27;2015-11-30;2016-01-04;2016-01-05;2016-01-12;2016-01-13;2016-04-04;2016-04-05;2016-05-16;2016-05-17;2016-05-20;2016-05-24;2016-05-27;2016-06-01;2016-06-07;2016-06-08;2016-07-06;2016-07-07;2016-09-14;2016-09-15;2016-09-29;2016-09-30;2016-10-11;2016-10-12;2016-10-14;2016-10-17;2016-11-28;2016-11-29;2016-12-15;2016-12-16;2017-01-17;2017-01-20;2017-02-10;2017-02-13;2017-02-17;2017-02-20;2017-02-23;2017-03-02;2017-03-16;2017-03-17;2017-03-24;2017-03-27;2017-05-04;2017-05-05;2017-05-11;2017-05-12;2017-05-18;2017-05-19;2017-05-25;2017-05-26;2017-06-01;2017-06-02;2017-07-06;2017-07-07;2017-07-18;2017-07-19;2017-08-23;2017-08-30;2017-10-23;2017-10-24;2017-10-27;2017-10-30;2017-11-09;2017-11-10;2017-11-22;2017-11-23;2017-12-11;2017-12-19;2017-12-22;2017-12-27;2018-01-11;2018-01-12;2018-02-02;2018-02-05;2018-02-13;2018-02-20;2018-02-26;2018-02-27;2018-03-12;2018-03-13;2018-04-13;2018-04-16;2018-05-14;2018-05-15;2018-06-18;2018-06-19;2018-06-25;2018-06-26;2018-06-29;2018-07-02;2018-08-09;2018-08-14;2018-10-23;2018-10-24;2018-11-15;2018-11-16;2018-11-29;2018-12-10;2018-12-12;2018-12-19;2018-12-27;2019-01-02;2019-01-08;2019-01-17;2019-02-11;2019-02-12;2019-02-20;2019-02-21;2019-03-11;2019-03-12;2019-04-11;2019-04-12;2019-05-03;2019-05-14;2019-05-17;2019-05-20;2019-06-07;2019-06-10;2019-06-12;2019-06-13;2019-06-18;2019-06-19;2019-06-24;2019-06-25;2019-07-04;2019-07-05;2019-07-15;2019-07-16;2019-08-23;2019-08-28;2019-09-12;2019-09-13;2019-09-20;2019-09-23;2019-09-27;2019-09-30;2019-10-09;2019-10-10;2019-10-31;2019-11-01;2019-11-06;2019-11-07;2019-12-09;2019-12-12;2020-01-02;2020-01-03;2020-02-24;2020-02-25;2020-03-10;2020-03-11;2026-05-05;2026-05-06,0,NOT_APPLICABLE,NOT_APPLICABLE,CONFIRMED,YES,CANONICAL_IMPLEMENTATION_TRANSITION,RECENT_FIVE_YEAR_CENSUS_SUBSTANTIALLY_COMPLETE,CURRENT_LSE_CENSUS_PLUS_MASTER_LINEAGE_AND_PRIMARY_ISSUER_EVENTS; NO_COMPLETE_LICENSED_HISTORICAL_LSE_DELISTING_FEED,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
UK_BROAD_MARKET,Broad UK equities,BROAD_GEOGRAPHY_ROTATION,MATURE,2011-04-26,2026-08-21,3726.0,2021-08-23,2026-08-21,NO,YES,0,NOT_APPLICABLE,0,NOT_APPLICABLE,NOT_APPLICABLE,CONFIRMED,YES,CONTINUING_HISTORY,RECENT_FIVE_YEAR_CENSUS_SUBSTANTIALLY_COMPLETE,CURRENT_LSE_CENSUS_PLUS_MASTER_LINEAGE_AND_PRIMARY_ISSUER_EVENTS; NO_COMPLETE_LICENSED_HISTORICAL_LSE_DELISTING_FEED,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
UK_GILTS_ALL,Broad UK government bonds,DEFENSIVE_REFERENCE,MATURE,,,,2021-08-23,2026-08-21,NO,NO,0,NOT_APPLICABLE,0,NOT_APPLICABLE,NOT_APPLICABLE,CONFIRMED,YES,NO_VALID_IMPLEMENTATION_HISTORY,RECENT_FIVE_YEAR_CENSUS_SUBSTANTIALLY_COMPLETE,CURRENT_LSE_CENSUS_PLUS_MASTER_LINEAGE_AND_PRIMARY_ISSUER_EVENTS; NO_COMPLETE_LICENSED_HISTORICAL_LSE_DELISTING_FEED,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
UK_GILTS_LONG,Long-duration UK government bonds,INSUFFICIENT_DATA,NOT_APPLICABLE_NO_USABLE_HISTORY,,,,2021-08-23,2026-08-21,NO,NO,0,NOT_APPLICABLE,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_CONFIRMED,NO,NO_VALID_IMPLEMENTATION_HISTORY,RECENT_FIVE_YEAR_CENSUS_SUBSTANTIALLY_COMPLETE,CURRENT_LSE_CENSUS_PLUS_MASTER_LINEAGE_AND_PRIMARY_ISSUER_EVENTS; NO_COMPLETE_LICENSED_HISTORICAL_LSE_DELISTING_FEED,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
UK_GILTS_SHORT,Short-duration UK government bonds,DEFENSIVE_REFERENCE,MATURE,,,,2021-08-23,2026-08-21,NO,NO,0,NOT_APPLICABLE,0,NOT_APPLICABLE,NOT_APPLICABLE,CONFIRMED,YES,NO_VALID_IMPLEMENTATION_HISTORY,RECENT_FIVE_YEAR_CENSUS_SUBSTANTIALLY_COMPLETE,CURRENT_LSE_CENSUS_PLUS_MASTER_LINEAGE_AND_PRIMARY_ISSUER_EVENTS; NO_COMPLETE_LICENSED_HISTORICAL_LSE_DELISTING_FEED,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
UK_INDEX_LINKED_GILTS,UK index-linked government bonds,INSUFFICIENT_DATA,NOT_APPLICABLE_NO_USABLE_HISTORY,,,,2021-08-23,2026-08-21,NO,NO,0,NOT_APPLICABLE,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_CONFIRMED,NO,NO_VALID_IMPLEMENTATION_HISTORY,RECENT_FIVE_YEAR_CENSUS_SUBSTANTIALLY_COMPLETE,CURRENT_LSE_CENSUS_PLUS_MASTER_LINEAGE_AND_PRIMARY_ISSUER_EVENTS; NO_COMPLETE_LICENSED_HISTORICAL_LSE_DELISTING_FEED,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
UK_LARGE_CAP,UK large-cap equities,BROAD_GEOGRAPHY_ROTATION,MATURE,2000-05-05,2026-08-21,6637.0,2021-08-23,2026-08-21,NO,YES,2,2010-08-13;2010-08-16,0,NOT_APPLICABLE,NOT_APPLICABLE,CONFIRMED,YES,CANONICAL_IMPLEMENTATION_TRANSITION,RECENT_FIVE_YEAR_CENSUS_SUBSTANTIALLY_COMPLETE,CURRENT_LSE_CENSUS_PLUS_MASTER_LINEAGE_AND_PRIMARY_ISSUER_EVENTS; NO_COMPLETE_LICENSED_HISTORICAL_LSE_DELISTING_FEED,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
UK_MID_CAP,UK mid-cap equities,BROAD_GEOGRAPHY_ROTATION,MATURE,2004-04-01,2026-08-21,5649.0,2021-08-23,2026-08-21,NO,YES,4,2010-08-13;2010-08-16;2011-04-15;2011-04-21,0,NOT_APPLICABLE,NOT_APPLICABLE,CONFIRMED,YES,CANONICAL_IMPLEMENTATION_TRANSITION,RECENT_FIVE_YEAR_CENSUS_SUBSTANTIALLY_COMPLETE,CURRENT_LSE_CENSUS_PLUS_MASTER_LINEAGE_AND_PRIMARY_ISSUER_EVENTS; NO_COMPLETE_LICENSED_HISTORICAL_LSE_DELISTING_FEED,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
UK_SMALL_CAP,UK small-cap equities,BROAD_GEOGRAPHY_ROTATION,MATURE,2010-11-03,2026-08-21,3500.0,2021-08-23,2026-08-21,NO,YES,0,NOT_APPLICABLE,0,NOT_APPLICABLE,NOT_APPLICABLE,CONFIRMED,YES,CONTINUING_HISTORY,RECENT_FIVE_YEAR_CENSUS_SUBSTANTIALLY_COMPLETE,CURRENT_LSE_CENSUS_PLUS_MASTER_LINEAGE_AND_PRIMARY_ISSUER_EVENTS; NO_COMPLETE_LICENSED_HISTORICAL_LSE_DELISTING_FEED,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
USD_OVERNIGHT_CASH,US-dollar overnight-rate exposure,DEFENSIVE_REFERENCE,MATURE,,,,2021-08-23,2026-08-21,NO,NO,0,NOT_APPLICABLE,0,NOT_APPLICABLE,NOT_APPLICABLE,CONFIRMED,YES,NO_VALID_IMPLEMENTATION_HISTORY,RECENT_FIVE_YEAR_CENSUS_SUBSTANTIALLY_COMPLETE,CURRENT_LSE_CENSUS_PLUS_MASTER_LINEAGE_AND_PRIMARY_ISSUER_EVENTS; NO_COMPLETE_LICENSED_HISTORICAL_LSE_DELISTING_FEED,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
US_AEROSPACE_DEFENCE,United States aerospace and defence,THEME_ROTATION,NEW,2026-07-20,2026-08-20,24.0,2021-08-23,2026-08-21,YES,YES,0,NOT_APPLICABLE,2,MANDATE_CHANGE;MANDATE_CHANGE,2024-07-01;2026-07-15,CONFIRMED,YES,MANDATE_CHANGE_REQUIRES_LINEAGE_BOUNDARY,RECENT_FIVE_YEAR_CENSUS_SUBSTANTIALLY_COMPLETE,CURRENT_LSE_CENSUS_PLUS_MASTER_LINEAGE_AND_PRIMARY_ISSUER_EVENTS; NO_COMPLETE_LICENSED_HISTORICAL_LSE_DELISTING_FEED,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
US_AI,Artificial-intelligence value chain,INSUFFICIENT_DATA,NOT_APPLICABLE_NO_USABLE_HISTORY,,,,2021-08-23,2026-08-21,NO,NO,0,NOT_APPLICABLE,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_CONFIRMED,NO,NO_VALID_IMPLEMENTATION_HISTORY,RECENT_FIVE_YEAR_CENSUS_SUBSTANTIALLY_COMPLETE,CURRENT_LSE_CENSUS_PLUS_MASTER_LINEAGE_AND_PRIMARY_ISSUER_EVENTS; NO_COMPLETE_LICENSED_HISTORICAL_LSE_DELISTING_FEED,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
US_BANKS,Us banking industry,INDUSTRY_ROTATION,MATURE,2018-06-01,2026-08-21,2000.0,2021-08-23,2026-08-21,NO,YES,3,2018-12-11;2019-10-25;2019-10-28,0,NOT_APPLICABLE,NOT_APPLICABLE,CONFIRMED,YES,CANONICAL_IMPLEMENTATION_TRANSITION,RECENT_FIVE_YEAR_CENSUS_SUBSTANTIALLY_COMPLETE,CURRENT_LSE_CENSUS_PLUS_MASTER_LINEAGE_AND_PRIMARY_ISSUER_EVENTS; NO_COMPLETE_LICENSED_HISTORICAL_LSE_DELISTING_FEED,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
US_BROAD_LARGE_CAP,Broad US large-cap equities,BROAD_GEOGRAPHY_ROTATION,MATURE,2002-03-22,2026-08-21,6169.0,2021-08-23,2026-08-21,NO,YES,50,2018-08-28;2018-08-29;2019-05-07;2019-05-08;2019-05-28;2019-05-29;2019-08-27;2019-08-28;2020-05-11;2020-05-12;2020-09-01;2020-09-02;2020-12-29;2020-12-30;2021-05-04;2021-05-05;2021-06-01;2021-06-02;2021-08-31;2021-09-01;2021-12-29;2021-12-30;2022-08-30;2022-08-31;2022-09-20;2022-09-21;2022-12-28;2022-12-29;2023-05-09;2023-05-10;2023-05-30;2023-05-31;2023-08-29;2023-08-30;2024-05-07;2024-05-08;2024-05-28;2024-05-29;2024-08-27;2024-08-28;2025-05-06;2025-05-07;2025-05-27;2025-05-28;2025-08-26;2025-08-27;2026-05-05;2026-05-06;2026-05-26;2026-05-27,0,NOT_APPLICABLE,NOT_APPLICABLE,CONFIRMED,YES,CANONICAL_IMPLEMENTATION_TRANSITION,RECENT_FIVE_YEAR_CENSUS_SUBSTANTIALLY_COMPLETE,CURRENT_LSE_CENSUS_PLUS_MASTER_LINEAGE_AND_PRIMARY_ISSUER_EVENTS; NO_COMPLETE_LICENSED_HISTORICAL_LSE_DELISTING_FEED,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
US_BROAD_LARGE_CAP_EUR_HEDGED,Broad US large-cap equities hedged to EUR,BROAD_GEOGRAPHY_ROTATION,MATURE,2010-11-09,2026-08-21,3886.0,2021-08-23,2026-08-21,NO,YES,0,NOT_APPLICABLE,0,NOT_APPLICABLE,NOT_APPLICABLE,CONFIRMED,YES,CONTINUING_HISTORY,RECENT_FIVE_YEAR_CENSUS_SUBSTANTIALLY_COMPLETE,CURRENT_LSE_CENSUS_PLUS_MASTER_LINEAGE_AND_PRIMARY_ISSUER_EVENTS; NO_COMPLETE_LICENSED_HISTORICAL_LSE_DELISTING_FEED,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
US_BROAD_LARGE_CAP_GBP_HEDGED,Broad US large-cap equities hedged to GBP,BROAD_GEOGRAPHY_ROTATION,MATURE,2010-11-03,2026-08-21,3973.0,2021-08-23,2026-08-21,NO,YES,0,NOT_APPLICABLE,0,NOT_APPLICABLE,NOT_APPLICABLE,CONFIRMED,YES,CONTINUING_HISTORY,RECENT_FIVE_YEAR_CENSUS_SUBSTANTIALLY_COMPLETE,CURRENT_LSE_CENSUS_PLUS_MASTER_LINEAGE_AND_PRIMARY_ISSUER_EVENTS; NO_COMPLETE_LICENSED_HISTORICAL_LSE_DELISTING_FEED,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
US_COMMUNICATION_SERVICES,Broad communication-services sector,SECTOR_ROTATION,MATURE,2021-02-02,2026-08-21,1400.0,2021-08-23,2026-08-21,NO,YES,0,NOT_APPLICABLE,0,NOT_APPLICABLE,NOT_APPLICABLE,CONFIRMED,YES,CONTINUING_HISTORY,RECENT_FIVE_YEAR_CENSUS_SUBSTANTIALLY_COMPLETE,CURRENT_LSE_CENSUS_PLUS_MASTER_LINEAGE_AND_PRIMARY_ISSUER_EVENTS; NO_COMPLETE_LICENSED_HISTORICAL_LSE_DELISTING_FEED,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
US_CONSUMER_STAPLES,Broad consumer-staples sector,SECTOR_ROTATION,MATURE,2015-07-14,2026-08-21,2806.0,2021-08-23,2026-08-21,NO,YES,0,NOT_APPLICABLE,0,NOT_APPLICABLE,NOT_APPLICABLE,CONFIRMED,YES,CONTINUING_HISTORY,RECENT_FIVE_YEAR_CENSUS_SUBSTANTIALLY_COMPLETE,CURRENT_LSE_CENSUS_PLUS_MASTER_LINEAGE_AND_PRIMARY_ISSUER_EVENTS; NO_COMPLETE_LICENSED_HISTORICAL_LSE_DELISTING_FEED,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
US_FINANCIALS,Broad global financials sector,SECTOR_ROTATION,MATURE,2010-02-18,2026-08-21,3794.0,2021-08-23,2026-08-21,NO,YES,3,2013-07-01;2017-11-09;2017-11-10,0,NOT_APPLICABLE,NOT_APPLICABLE,CONFIRMED,YES,CANONICAL_IMPLEMENTATION_TRANSITION,RECENT_FIVE_YEAR_CENSUS_SUBSTANTIALLY_COMPLETE,CURRENT_LSE_CENSUS_PLUS_MASTER_LINEAGE_AND_PRIMARY_ISSUER_EVENTS; NO_COMPLETE_LICENSED_HISTORICAL_LSE_DELISTING_FEED,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
US_HEALTHCARE,Broad global healthcare sector,SECTOR_ROTATION,MATURE,2015-07-14,2026-08-21,2804.0,2021-08-23,2026-08-21,NO,YES,1,2022-04-07,0,NOT_APPLICABLE,NOT_APPLICABLE,CONFIRMED,YES,CANONICAL_IMPLEMENTATION_TRANSITION,RECENT_FIVE_YEAR_CENSUS_SUBSTANTIALLY_COMPLETE,CURRENT_LSE_CENSUS_PLUS_MASTER_LINEAGE_AND_PRIMARY_ISSUER_EVENTS; NO_COMPLETE_LICENSED_HISTORICAL_LSE_DELISTING_FEED,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
US_NASDAQ_100,US Nasdaq-100 large-cap growth-biased equities,BROAD_GEOGRAPHY_ROTATION,MATURE,2005-08-30,2026-08-21,4781.0,2021-08-23,2026-08-21,NO,YES,0,NOT_APPLICABLE,0,NOT_APPLICABLE,NOT_APPLICABLE,CONFIRMED,YES,CONTINUING_HISTORY,RECENT_FIVE_YEAR_CENSUS_SUBSTANTIALLY_COMPLETE,CURRENT_LSE_CENSUS_PLUS_MASTER_LINEAGE_AND_PRIMARY_ISSUER_EVENTS; NO_COMPLETE_LICENSED_HISTORICAL_LSE_DELISTING_FEED,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
US_SMALL_CAP,US small-cap equities,BROAD_GEOGRAPHY_ROTATION,MATURE,2011-11-30,2026-08-21,3356.0,2021-08-23,2026-08-21,NO,YES,29,2016-02-26;2017-01-25;2017-01-26;2017-09-15;2017-09-18;2017-10-13;2017-10-16;2017-11-03;2017-11-06;2018-12-27;2018-12-28;2019-01-02;2019-01-03;2019-10-25;2019-10-28;2020-07-24;2020-07-30;2020-08-05;2020-08-07;2020-08-11;2020-08-17;2020-08-19;2020-08-20;2020-08-26;2020-08-27;2024-08-27;2024-08-28;2025-08-26;2025-08-27,0,NOT_APPLICABLE,NOT_APPLICABLE,CONFIRMED,YES,CANONICAL_IMPLEMENTATION_TRANSITION,RECENT_FIVE_YEAR_CENSUS_SUBSTANTIALLY_COMPLETE,CURRENT_LSE_CENSUS_PLUS_MASTER_LINEAGE_AND_PRIMARY_ISSUER_EVENTS; NO_COMPLETE_LICENSED_HISTORICAL_LSE_DELISTING_FEED,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
US_TOTAL_MARKET,Broad all-cap US equities,BROAD_GEOGRAPHY_ROTATION,MATURE,2013-05-14,2026-08-21,3323.0,2021-08-23,2026-08-21,NO,YES,4,2023-04-11;2023-04-12;2026-05-26;2026-05-27,0,NOT_APPLICABLE,NOT_APPLICABLE,CONFIRMED,YES,CANONICAL_IMPLEMENTATION_TRANSITION,RECENT_FIVE_YEAR_CENSUS_SUBSTANTIALLY_COMPLETE,CURRENT_LSE_CENSUS_PLUS_MASTER_LINEAGE_AND_PRIMARY_ISSUER_EVENTS; NO_COMPLETE_LICENSED_HISTORICAL_LSE_DELISTING_FEED,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
